,category,question,answers,good_answer
0,Arte y Literatura,¿Qué es el Modern Style?,"['Al conjunto de estilos artísticos nacidos a partir de 1950', 'Una corriente artística estadounidense iniciada a finales de los años 70', 'Un estilo pictórico futurista', 'El nombre que se dio al modernismo en Inglaterra']",El nombre que se dio al modernismo en Inglaterra
0,Ciencia y Naturaleza,¿Cual de las siguientes NO es una unidad básica del Sistema Internacional de Unidades?,"['Voltio', 'Metro', 'kilogramo', 'Segundo']",Voltio
0,Arte y Literatura,¿Qué le ocurre a Robinson Crusoe?,"['Da la vuelta al mundo en 80 días', 'Viaja al centro de la tierra', 'Muere al intentar capturar a Moby Dick', 'Naufraga en una isla tropical']",Naufraga en una isla tropical
0,Miscelánea,Queso típico de Francia ...,"['Roquefort', 'Mozzarella', 'Mascarpone', 'Majorero']",Roquefort
0,Ciencia y Naturaleza,¿Cuantos años tiene un siglo?,"['100', '25', '150', '50']",100
0,Historia,¿Cual de estos personajes ha sido Emperador Romano?,"['Pompeyo', 'Marco Antonio', 'Jose Castro Urdiales', 'Caracalla']",Caracalla
0,Ciencia y Naturaleza,¿Cuántos cromosomas tiene el hombre?,"['125', '48', '24', '1']",48
0,Historia,¿Qué guerra tiene el record de haber sido la más costosa de la historia económicamente?,"['La Primera Guerra Mundial', 'La Segunda Guerra Mundial', 'La Guerra de Vietnam', 'La Rebelión Taiping (Guerra civil China)']",La Segunda Guerra Mundial
0,Música,¿De qué grupo español es el álbum El espíritu del vino publicado en 1993?,"['Héroes del silencio', 'El último de la fila', 'Los burros', 'Los suavez']",Héroes del silencio
0,Cine y Televisión,¿Quien dirigió Kamchatka (2001)?,"['Marcelo Piñeyro', 'Alex de la Iglesia', 'Santiago Segura', 'Juanma Bajo Ulloa']",Marcelo Piñeyro
0,Deporte,¿A que distancia de la portería está la línea del área en balonmano?,"['6 metros', '1 metro', '5 metros', '4 metros']",6 metros
0,Ciencia y Naturaleza,¿Cual de las siguientes unidades de medida es un múltiplo del metro?,"['Centímetro', 'Milímetro', 'Decímetro', 'Yottametro']",Yottametro
0,Miscelánea,¿De dónde es originario el Ron Milenario?,"['México', 'República Dominicana', 'Cuba', 'Venezuela']",México
0,Ciencia y Naturaleza,¿A que orden taxonómico pertenecen las mariposas?,"['Artrópodo', 'Himenóptero', 'Díptero', 'Lepidóptero']",Lepidóptero
0,Cine y Televisión,¿Qué pareja de actrices españolas da vida a Rosario y Milagros en la película: Una palabra tuya?,"['Carmen Machi y Anabel Alonso', 'Alicia Borrachero y Amparo Baró', 'Belén Rueda y Adriana Ozores', 'Malena Alterio y Esperanza Pedreño']",Malena Alterio y Esperanza Pedreño
0,Arte y Literatura,¿Quién escribió De la Tierra a la Luna?,"['Platón', 'Julio Verne', 'Aldoux Huxley', 'Tomás Moro']",Julio Verne
0,Ciencia y Naturaleza,¿Quién desarrolló el método del carbono 14?,"['Otto Hahn', 'William Ramsay', 'Willard Frank Libby', 'Marie Sklodowska-Curie']",Willard Frank Libby
0,Historia,¿Qué honor ostenta Armenia?,"['Tener el mayor número de etnias del mundo', 'No haber sido nunca conquistado por otra nación', 'Fue el primer país en adoptar el cristianismo como religión oficial del Estado', 'Ser el país más pequeño del mundo']",Fue el primer país en adoptar el cristianismo como religión oficial del Estado
0,Deporte,¿Cómo se llama el estadio en el que juega como local la Selección de Fútbol de Inglaterra?,"['Wembley Inglaterra', 'Bombonera de Inglaterra', 'Estadio de Beijing', 'Estadio Azteca']",Wembley Inglaterra
0,Cine y Televisión,¿Quién es Ali en la película de Michael Mann?,"['Dustin Hoffman', 'Will Smith', 'Anthony Hopkins', 'Daniel Day-Lewis']",Will Smith
0,Arte y Literatura,¿Con qué obra ganó Juan Ramón Jiménez el Nobel de Literatura?,"['Las uvas de la ira', 'El viejo y el mar', 'El extranjero', 'Platero y yo']",Platero y yo
0,Ciencia y Naturaleza,¿En qué año se descubrió el primer fósil de Australopithecus africanus?,"['En 1986', 'En 1924', 'En 1897', 'En 2001']",En 1924
0,Música,¿Qué cantautor cantaba 'Hoy puede ser un gran día'?,"['Peret', 'Serrat', 'Baute', 'Perales']",Serrat
0,Ciencia y Naturaleza,¿Qué velocidad maxima puede alcazar un pavo?,"['30 km/h', '120 km/h', '90 km/h', 'los pavos no corren']",90 km/h
0,Arte y Literatura,¿Qué cuadro se atribuyó a Goya hasta 2008 sin ser realmente obra suya?,"['El Coloso', 'Los Fusilamientos del 3 de Mayo', 'Saturno Devorando a un Hijo', 'La Carga de los Mamelucos']",El Coloso
0,Arte y Literatura,¿Quién escribió 'Cien años de soledad'?,"['Boris Izaguirre', 'Gabriel García Márquez', 'Camilo José Cela', 'Arturo Pérez Reverte']",Gabriel García Márquez
0,Música,¿En qué año publicó Queen el álbum The Works?,"['1973', '1999', '1984', '1978']",1984
0,Ciencia y Naturaleza,Según el SI ¿Cual de los siguientes NO es un múltiplo del Metro?,"['Yoctómetro', 'Megámetro', 'Miriámetro', 'Gigámetro']",Yoctómetro
0,Ciencia y Naturaleza,¿Cual es el planeta más grande del Sistema Solar?,"['Neptuno', 'Urano', 'Plutón', 'Júpiter']",Júpiter
0,Cine y Televisión,¿Quién enviaba a las misiones a KITT y Michael Knight en El Coche Fanástico?,"['Angela Channing', 'Fox Mudler', 'Hannibal Smith', 'Devon Miles']",Devon Miles
0,Cine y Televisión,¿De qué género es 'La Comunidad' del director Álex de la Iglesia?,"['Comedia romántica', 'Terror', 'Comedia de humor negro', 'Ciencia ficción']",Comedia de humor negro
0,Arte y Literatura,¿Dónde se encuentra el Castillo de Wartburg?,"['Rusia', 'Francia', 'Alemania', 'Suiza']",Alemania
0,Miscelánea,Raza de perro tradicionalmente adiestrada como perro lazarillo ...,"['Galgo español', 'Dobermann', 'Labrador', 'Bobtail']",Labrador
0,Arte y Literatura,¿Quién fue Gloria Fuertes?,"['Novelista del Siglo de Oro español', 'Escritora de ciencia ficción', ""Autora de 'El maestro de esgrima'"", 'La poetisa de los niños']",La poetisa de los niños
0,Deporte,¿Cuántos Tour de Francia consecutivos ha ganado Lance Armstrong?,"['3', '1', '5', '7']",7
0,Cine y Televisión,¿Quién dirigió Hostel (2006)?,"['Tony Scott', 'Quentin Tarantino', 'Eli Roth', 'Robert Rodríguez']",Eli Roth
0,Cine y Televisión,"¿Además de abogados, qué son los protagonistas de JAG?","['Políticos', 'Médicos', 'Militares', 'Compañeros de piso']",Militares
0,Cine y Televisión,¿En qué mes se celebra la entrega de los Premios Goya?,"['En el mes de Diciembre', 'En el mes de Marzo', 'Finales de Enero, principios de Febrero', 'En el mes de Julio']","Finales de Enero, principios de Febrero"
0,Geografía,¿Cuáles so las islas Pitiusas?,"['Formentera y Cabrera', 'Mallorca y Menorca', 'Mallorca y Conejera', 'Ibiza y Formentera']",Ibiza y Formentera
0,Cine y Televisión,¿Cuál de las siguientes películas NO pertenece a la filmografía de Ana Belén?,"['La casa de Bernarda Alba', 'Cómo ser mujer y no morir en el intento', 'La Corte del Faraón', 'Matador']",Matador
0,Cine y Televisión,¿Qué actor protagoniza 'Dos tontos muy tontos' junto a Jeff Daniels?,"['Jim Carrey', 'Sylvester Stallone', 'Ed Harris', 'Owen Wilson']",Jim Carrey
0,Arte y Literatura,¿Cuál es el título completo de 'El buscón' de Quevedo?,"['Historia de la vida del Buscón, llamado Don Pablos, ejemplo de vagamundos y espejo de tacaños', 'El Buscón, Don Pablos', 'El Buscón y La Buscona', 'El Buscón y de sus fortunas y adversidades']","Historia de la vida del Buscón, llamado Don Pablos, ejemplo de vagamundos y espejo de tacaños"
0,Ciencia y Naturaleza,¿Qué es una yarda?,"['2 metros', '0,9 metros', '1 metro', '3 metros']","0,9 metros"
0,Arte y Literatura,Famosa novela de Dan Brown,"['Nuestra Señora de París', 'El Código Da Vinci', 'El Nombre de la Rosa', 'Las Cenizas de Angela']",El Código Da Vinci
0,Deporte,¿Con qué nombre son conocidos los ultras seguidores del Real Madrid?,"['Biris Norte', 'Frente Atlético', 'Ultra Sur', 'Brigate Autonome Livornesi']",Ultra Sur
0,Ciencia y Naturaleza,¿Quién descubrió la sulfonamida Prontosil?,"['Selman Abraham Waksman', 'Max Theiler', 'Barbara McClintock', 'Gerhard Domagk']",Gerhard Domagk
0,Cine y Televisión,La ceremonia de entrega de los Premios Goya ¿Se ha celebrado alguna vez fuera de Madrid?,"['Sí, en París', 'Sí, en Berlín', 'Sí, en Oviedo', 'Sí, en Barcelona']","Sí, en Barcelona"
0,Geografía,¿Donde están las Cataratas Livingstone?,"['Oceanía', 'Asia', 'Europa', 'Africa']",Africa
0,Ciencia y Naturaleza,¿Qué estudia la astronomía?,"['El clima en la tierra', 'Los movimientos migratorios de las aves', 'El sistema solar', 'Los cuerpos celestes']",Los cuerpos celestes
0,Miscelánea,¿Dónde se produce el Queso Mascarpone?,"['Seine-et-Marne, Francia', 'Normandía, Francia', 'Lombardía, Italia', 'Parma, Italia']","Lombardía, Italia"
0,Deporte,¿De qué nacionalidad es el corredor de media distancia Saïd Aouita?,"['Senegal', 'Etiopía', 'Camerún', 'Marruecos']",Marruecos
0,Cine y Televisión,"¿Quién interpreta a John Hancock, el superhéroe protagonista de Hancock, la película de Peter Berg?","['Will Smith', 'Donald Sutherland', 'Stockard Channing', 'Eric Thal']",Will Smith
0,Cine y Televisión,"¿Cómo se llama el robot alcohólico, fumador de cigarros, egoísta y ladrón de la serie Futurama?","['Amy Wong', 'Leela', 'Profesor Hubert', 'Bender']",Bender
0,Cine y Televisión,¿Cómo se llaman en la ficción los protagonistas de la serie Corrupción en Miami?,"['John Cage y Raymond Milbury', 'Glenn Foy y Jenny Shaw', 'Sonny Crockett y Ricardo Tubbs', 'Richard Fish y Billy Thomas']",Sonny Crockett y Ricardo Tubbs
0,Cine y Televisión,¿Cómo se llama el malo malísimo de las películas de James Bond?,"['The Joker', 'Magneto', 'Ernst Stavro Blofeld', 'Lex Luthor']",Ernst Stavro Blofeld
0,Cine y Televisión,¿Quién interpreta el tema principal de 'Volver' de Pedro Almodóvar?,"['Estrella Morente', 'Marina Heredia', 'Miguel Poveda', 'Arcángel']",Estrella Morente
0,Ciencia y Naturaleza,¿Cuántos cromosomas tiene el hombre?,"['24', '125', '48', '1']",48
0,Arte y Literatura,¿Cuántas letras tiene el abecedario español?,"['24', '27', '18', '29']",27
0,Geografía,¿Cual es la capital de Kirguistán?,"['Biskek', 'Osh', 'Talas', 'Karakol']",Biskek
0,Geografía,¿Cual es la capital de Australia?,"['Lima', 'Roma', 'Riga', 'Camberra']",Camberra
0,Historia,¿Quién fue el primer presidente de la Unión Soviética?,"['Nikita Jrushchov', 'Iósif Stalin', 'Vladimir Ilyich Lenin', 'Ivan el Terrible']",Vladimir Ilyich Lenin
0,Arte y Literatura,¿Con qué finalidad se construyo la Universidad Laboral de Gijón?,"['Museo de arte moderno', 'Orfelinato minero', 'Instituto de formación profesional', 'Albergue de peregrinos']",Orfelinato minero
0,Música,¿Quién es el autor de la música de la canción 'Penélope' a la que puso letra Joan Manuel Serrat?,"['Luz Casal', 'Walo de los Ríos', 'Miguel Ríos', 'Augusto Algueró']",Augusto Algueró
0,Cine y Televisión,¿Quién dirigió la película 'El Resplandor'?,"['Gabriel Soriano', 'Alfred Hitchcock', 'Stanley Kubrick', 'Fernando Fernán Gómez']",Stanley Kubrick
0,Deporte,¿Quién es Fabio Parra?,"['Ciclista colombiano ganador del Tour de Francia', 'Ciclista colombiano y el primer latinoamericano en subir al podio del Tour de Francia', 'Ciclista mexicano ganador del Giro de Italia', 'Ciclista argentino ganador de la Vuelta a España']",Ciclista colombiano y el primer latinoamericano en subir al podio del Tour de Francia
0,Deporte,¿Qué atleta español consiguió el record de 100 metros lisos el 2 de Julio de 2008?,"['Ivan Mocholi', 'Javier Bermejo', 'Jackson Quiñonez', 'Angel David Rodriguez']",Angel David Rodriguez
0,Ciencia y Naturaleza,¿Cuál fue la primera vacuna descubierta?,"['Fiebre amarilla por Severo Ochoa', 'Poliomielitis por Jonas Salk', 'Tifus por Ramón y Cajal', 'Viruela por Edward Jenner']",Viruela por Edward Jenner
0,Ciencia y Naturaleza,¿Qué mineral se extrae de la blenda?,"['Manganeso', 'Mercurio', 'Hierro', 'Cinc']",Cinc
0,Historia,¿Quién es Leif Eriksson?,"['El primer hombre en llegar al Polo Norte', 'El responsable de la caida del Imperio Romano', 'Explorador vikingo, considerado uno de los primeros europeos en llegar a América del Norte', 'El primer hombre en llegar al Polo Sur']","Explorador vikingo, considerado uno de los primeros europeos en llegar a América del Norte"
0,Cine y Televisión,"¿Quien protagonizó la versión cinematográfica de El hombre bicentenario, el libro de Isaac Asimov?","['Anthony Hopkins', 'Paul Newman', 'Robin Williams', 'Robert Redford']",Robin Williams
0,Geografía,¿Cual es el gentilicio de Chipre?,"['Chipiota', 'Chipiense', 'Chipritingo', 'Chipriota']",Chipriota
0,Cine y Televisión,¿Cómo se llama el bar de Mauricio en la serie Aida?,"['Bar Reinols', 'Bar Colmenero', 'Bar Joselito', 'Bar España']",Bar Reinols
0,Ciencia y Naturaleza,¿Qué formuló Nicolás Copérnico?,"['El teorema de Pitágoras', 'La teoría geocéntrica del universo', 'La teoría heliocéntrica del Sistema Solar', 'La teoría del Big Bang']",La teoría heliocéntrica del Sistema Solar
0,Deporte,¿Cuantas medallas ha conseguido China en los Juegos Olímpicos de Pekín 2008?,"['18', '100', '50', '30']",100
0,Miscelánea,¿Cómo se llama el traje típico de Japón?,"['Bonsai', 'Kurosawa', 'Kimono', 'Traje majorero']",Kimono
0,Cine y Televisión,¿Quién es KITT?,"['El ordenador central de la iniciativa DHARMA', 'El Coche Fantástico', 'El Trueno Azul', 'El Halcón Callejero']",El Coche Fantástico
0,Geografía,¿Qué ciudad es la capital de la República de Bosnia y Herzegovina?,"['Podgorica', 'Seul', 'Kabul', 'Sarajevo']",Sarajevo
0,Cine y Televisión,¿Qué actor protagoniza 'Adiós con el corazón'?,"['Carmelo Gómez', 'Juan Luis Galiardo', 'Alfredo Landa', 'Santiago Segura']",Juan Luis Galiardo
0,Arte y Literatura,Famosa obra de Bram Stoker,"['Drácula', 'El Retrato de Dorian Gray', 'El resplandor', 'Frankenstein']",Drácula
0,Deporte,¿Qué jugador de beisbol tiene el record de home runs en una temporada en las Grandes Ligas?,"['Miguel Cabrera', 'Samy Sosa', 'Ichiru Zuzuki', 'Barry Bong']",Barry Bong
0,Cine y Televisión,¿Quién enviaba a las misiones a KITT y Michael Knight en El Coche Fanástico?,"['Fox Mudler', 'Angela Channing', 'Hannibal Smith', 'Devon Miles']",Devon Miles
0,Arte y Literatura,¿De qué artista es la obra el Nacimiento de Venus?,"['De Botticelli', 'De Piero della Francesca', 'De Giotto', 'De Miguel Angel']",De Botticelli
0,Cine y Televisión,¿Quién es el director de 'Los puentes de Mádison'?,"['Roberto Benigni', 'Clint Eastwood', 'Alejandro Amenábar', 'Luis García Berlanga']",Clint Eastwood
0,Música,¿Qué grupo toca 'Enter Sandman'?,"['Aerosmith', 'Megadeth', 'Metallica', 'Guns and Roses']",Metallica
0,Deporte,¿De qué color es el cinturón que lleva un principiante de Karate?,"['Blanco', 'Naranja', 'Amarillo', 'Negro']",Blanco
0,Arte y Literatura,¿Dónde se encuentra la Torre Swiss Re?,"['En Suiza', 'En Londres', 'En Suecia', 'En Chile']",En Londres
0,Deporte,¿De qué país es el equipo de fútbol Inter Milán?,"['Francia', 'Italia', 'España', 'Holanda']",Italia
0,Miscelánea,¿Qué significa brete?,"['Pedete', 'Montaña', 'Piedra', 'Aprieto']",Aprieto
0,Música,Cómo continúa la letra de la canción de Ana Belén: España camisa blanca de mi esperanza ...,"['reseca historia que nos abrasa', 'donde sentarnos y conversar', 'con acercarse sóo a mirarla', 'Paloma buscando cielos más estrellados']",reseca historia que nos abrasa
0,Miscelánea,¿Cuáles son los ingredientes del Mojito?,"['Cachaza con granadina', 'Cachaza con maracuyá', 'Ron, lima y hierba buena', 'Ron con piña']","Ron, lima y hierba buena"
0,Cine y Televisión,¿Quién es el director de 'La Conjura de El Escorial'?,"['Alex de la Iglesia', 'José Luis Garci', 'Alejandro Amenabar', 'Antonio Del Real']",Antonio Del Real
0,Cine y Televisión,En la serie La que se avecina ¿Cómo llaman en la comunidad al matrimonio formado por Antonio Recio y Berta Escobar?,"['Los Simpson', 'Los Rancio', 'Los Cuquis', 'Los Chungos']",Los Rancio
0,Historia,¿Quién es Pedro de Valdivia?,"['El conquistador de Guatemala', 'Uno de los conquistadores de Venezuela', 'El Conquistador de Filipinas', 'Uno de los conquistadores de Chile']",Uno de los conquistadores de Chile
0,Arte y Literatura,¿Quién escribió El Código Da Vinci?,"['Umberto Eco', 'Victor Hugo', 'Dan Brown', 'Frank McCourt']",Dan Brown
0,Historia,¿Qué dos países ayudaron a Franco en la Guerra Civil Española?,"['Egipto y Grecia', 'Francia e Irlanda', 'Italia y Alemania', 'Rusia y Suecia']",Italia y Alemania
0,Arte y Literatura,"¿Comó se llamaba el sobrino de Bilbo, en la obra de Tolkien?","['Frodo', 'Sam', 'Merry', 'Pippin']",Frodo
0,Miscelánea,¿Qué hobby practicamos si hacemos una pajarita de papel?,"['Origami', 'Bricolaje', 'Filatelia', 'Papercraft']",Origami
0,Deporte,En Golf ¿Con qué palo se consiguen golpes más largos?,"['Putter', 'Maderas', 'Hierro', 'Todos son para golpes cortos']",Maderas
0,Miscelánea,¿Cuándo se celebra el Día Internacional de los Trabajadores?,"['El 15 de Agosto', 'El 25 de Julio', 'El 1 de Enero', 'El 1 de Mayo']",El 1 de Mayo
0,Miscelánea,¿En que país se originó el cultivo de los Bonsái?,"['Japón', 'India', 'Corea', 'China']",China
0,Arte y Literatura,¿Cuál de estas novelas no pertenece a La trilogía de Nueva York del escritor Paul Auster?,"['Leviatán', 'Ciudad de cristal', 'Fantasmas', 'La habitación cerrada']",Leviatán
0,Música,¿Quién representó a España en el Festival de Eurovisión 2005 con la canción 'Brujería'?,"['Azúcar Moreno', 'Son de sol', 'La década prodigiosa', 'Sergio Dalma']",Son de sol
0,Deporte,¿Cuántas veces ha ganado Eddy Merckx la clásica Lieja-Bastogne-Lieja,"['2 veces', '10 veces', '5 veces', '8 veces']",5 veces
